id_cliente,idade,renda_anual,limite_credito,tempo_relacionamento_meses,utilizacao_limite,utilizacao_limite_v2,n_atrasos_12m,canal_aquisicao,regiao,feature_ruido_1,feature_ruido_2,inadimplente
900748,18.0,84586.48,20671.22,42.9,0.4902,0.5005,1,agência,Sudeste,0.1631,0,0
902738,27.4,64810.08,16496.03,17.6,0.5567,0.5495,2,app,Centro-Oeste,-0.7918,1,0
905500,38.2,43300.46,17643.25,9.4,0.0973,0.0894,1,indicação,Sul,0.0145,2,0
901834,33.9,18807.92,4360.26,1.6,0.2201,0.2008,1,parceria_varejo,Sul,0.7399,3,0
900685,32.8,39539.76,11697.24,41.5,0.1228,0.1626,0,app,Centro-Oeste,0.099,0,0
900190,18.2,97286.74,43080.32,49.4,0.207,0.2069,1,parceria_varejo,Sul,0.4314,2,0
900747,36.0,26898.82,6149.19,12.0,0.2376,0.2074,0,agência,Sudeste,0.2769,4,0
900221,33.2,108110.36,46178.45,4.1,0.1299,0.1699,2,agência,Sudeste,1.2342,0,0
904031,35.6,40677.61,6276.58,48.1,0.3979,0.4116,0,app,Sul,2.1691,3,0
901009,24.1,43095.37,10865.87,11.1,0.2499,0.2336,1,agência,Norte,-2.2616,2,0
901787,37.5,66343.71,17946.01,25.4,0.0502,0.0397,1,app,Nordeste,-0.0281,0,0
901412,34.3,88704.27,30091.47,83.3,0.1417,0.1402,1,app,Sul,-0.344,4,0
902084,51.8,37437.08,16683.38,5.6,0.5011,0.532,1,indicação,Sudeste,0.8311,3,0
904835,44.7,24898.72,4278.5,162.5,0.706,0.7429,0,app,Nordeste,1.5407,4,0
901385,36.4,34602.18,12405.44,46.6,0.1864,0.1693,0,app,Sul,-0.7696,3,0
905165,27.8,56893.47,9718.19,20.2,0.3858,0.3919,0,agência,Sudeste,0.8625,4,0
904700,40.5,23094.34,8937.91,32.0,0.2141,0.2384,0,agência,Sudeste,0.6229,4,0
904508,36.0,95883.23,16916.97,6.1,0.0321,0.03,0,app,Sudeste,-0.8928,0,0
902905,69.2,91565.65,31398.44,16.8,0.2278,0.2656,1,agência,Centro-Oeste,-0.2663,4,0
901271,21.2,73922.12,14242.46,35.5,0.0732,0.065,0,indicação,Sul,0.4617,2,0
901021,40.3,39536.86,6652.81,113.0,0.3484,0.3798,0,agência,Sul,0.599,1,1
902631,45.6,16282.6,2665.71,7.7,0.2283,0.2339,0,app,Nordeste,1.3008,4,0
903243,49.1,36344.49,13798.8,8.6,0.2507,0.2562,0,agência,Sudeste,1.3719,0,0
904973,49.6,38828.16,17037.68,2.0,0.1955,0.2022,0,app,Sul,0.9979,0,0
901232,42.8,35185.27,11596.07,28.1,0.2259,0.2007,0,indicação,Sudeste,-0.2058,2,0
902016,67.5,,8037.31,23.8,0.3332,0.3343,0,app,Sul,-0.11,2,0
902507,57.6,107270.95,31718.12,35.5,0.2981,0.337,1,app,Nordeste,0.3225,0,0
903093,18.0,47127.13,18512.65,57.7,0.326,0.3217,0,indicação,Sudeste,-0.3274,0,0
900836,32.3,96720.85,227984.91020941793,4.5,0.4812,0.4868,1,indicação,Sudeste,1.168,2,0
901148,32.7,29126.57,11410.75,18.0,0.2612,0.2491,0,indicação,Nordeste,1.6143,0,0
902670,54.1,107373.47,232645.36509204103,29.8,0.3849,0.391,2,app,Sudeste,-0.3487,1,0
901439,29.8,18626.49,6413.82,4.5,0.2293,0.2259,0,app,Sudeste,1.5311,4,0
901784,38.0,35233.9,13002.46,1.4,0.3091,0.2902,0,app,Centro-Oeste,-0.6968,4,0
902626,35.9,40236.85,9555.37,12.7,0.122,0.1258,0,app,Sul,-2.1596,3,0
904229,21.1,130094.31,51572.13,8.6,0.0545,0.0222,1,agência,Sudeste,1.046,4,0
900182,31.7,107457.44,25674.35,7.0,0.1598,0.1868,1,agência,Sudeste,-0.8869,0,0
900382,50.5,84639.86,30790.82,58.1,0.5705,0.5846,0,evento_promocional,Sudeste,1.8697,0,0
901487,44.8,,18932.3,8.8,0.0944,0.0623,0,agência,Nordeste,0.816,2,0
905709,23.9,39130.56,14597.62,30.4,0.3765,0.3562,0,app,Centro-Oeste,-1.9124,0,0
901695,28.0,71444.56,25084.13,75.0,0.1339,0.1681,1,agência,Centro-Oeste,-0.2541,4,0
903790,47.6,41254.11,9779.28,10.2,0.0732,0.0734,0,app,Norte,1.7534,3,0
902944,37.3,52626.82,13294.43,22.5,0.4102,0.4001,2,app,Sudeste,1.0759,2,0
900706,48.9,88426.36,15334.43,67.4,0.1137,0.138,0,parceria_varejo,Sudeste,-2.7237,3,0
901423,52.5,50453.58,22411.86,15.9,0.2371,0.2394,0,agência,Centro-Oeste,1.5084,3,0
905334,42.1,42912.05,13911.14,18.7,0.3647,0.3959,0,indicação,Sudeste,2.3308,1,0
903648,32.4,79720.16,21245.62,109.4,0.3704,0.3463,0,agência,Sudeste,0.461,4,0
905692,62.1,40439.8,15817.86,26.7,0.1961,0.2498,2,app,Sudeste,0.8992,2,0
904196,38.6,26451.19,10293.15,1.7,0.2591,0.2403,3,app,Sudeste,-0.6763,2,1
903242,28.8,18338.0,8084.13,84.3,0.2316,0.2014,0,agência,Norte,0.7901,3,0
902565,49.9,100847.82,28736.78,25.0,0.419,0.4086,1,agência,Norte,0.5553,3,0
901774,49.3,35061.39,8279.29,53.1,0.5727,0.5842,1,agência,Centro-Oeste,-0.3661,3,0
903726,57.7,28296.59,5424.85,6.7,0.3302,0.3011,0,app,Sudeste,-2.4874,4,0
904030,25.1,216802.16,37783.24,25.3,0.3043,0.2736,0,agência,Nordeste,0.8393,1,0
905383,34.5,133056.77,55290.62,14.6,0.3207,0.3257,1,app,Sul,-0.1317,3,0
901757,40.1,44985.78,10313.47,21.9,0.3493,0.3232,2,agência,Sul,0.0367,0,0
903183,53.8,37650.43,7694.25,10.4,0.187,0.163,0,agência,Sul,0.4833,2,0
900457,58.3,50463.24,16417.33,,0.3694,0.3591,0,agência,Norte,0.7241,1,0
900358,35.8,66652.51,13678.19,7.8,0.1575,0.1253,0,agência,Centro-Oeste,-1.62,0,0
900441,44.9,70613.72,30278.85,30.4,0.2132,0.1853,1,agência,Sudeste,0.5579,0,0
901640,50.8,43100.56,17139.27,108.0,0.4613,0.467,0,agência,Nordeste,1.1529,4,0
903822,37.5,52020.13,7986.52,2.9,0.2525,0.2639,0,agência,Nordeste,-0.978,4,0
902072,64.6,53489.87,20019.52,,0.0903,0.0634,1,indicação,Norte,-1.5112,2,0
902761,38.9,50432.19,16125.37,23.5,0.1845,0.1754,1,app,Nordeste,0.8478,3,0
900929,43.7,53626.52,14378.73,15.3,0.4797,0.4699,0,app,Sul,-0.9878,3,0
900663,57.5,50281.07,19104.95,3.9,0.1823,0.1946,0,agência,Nordeste,-1.4164,4,0
905150,40.5,17939.57,4922.18,1.0,0.4522,0.4642,0,agência,Sudeste,-1.2411,1,0
905630,48.8,51265.99,8510.32,28.1,0.5591,0.5447,0,app,Sudeste,-0.3571,4,0
900482,25.9,19791.05,8316.55,132.4,0.1513,0.1593,0,agência,Sudeste,-0.5146,0,1
904014,25.9,43926.86,12533.4,58.3,0.263,0.2629,0,agência,Norte,1.9009,1,0
903162,20.8,53078.06,22110.04,10.4,0.0729,0.1014,0,app,Sul,0.2413,0,0
901879,37.8,55090.73,13568.86,28.9,0.1487,0.1477,0,app,Sudeste,-2.1956,3,0
904168,33.7,23885.12,9622.02,23.1,0.1886,0.1764,1,app,Sul,-1.2584,1,0
902920,50.8,70101.36,26603.22,7.8,0.1648,0.187,0,app,Sul,0.6076,0,0
902525,50.3,50938.2,19361.14,46.9,0.3836,0.3828,0,app,Sudeste,-2.1955,4,0
901888,43.4,29414.14,9433.68,,0.3563,0.3471,0,app,Sul,-0.3871,1,0
903970,40.8,52828.29,11389.57,8.4,0.0787,0.0781,0,app,Sudeste,-0.5728,2,0
903974,60.2,43242.27,11448.85,11.0,0.0968,0.1063,0,agência,Sudeste,-0.5846,4,0
905913,41.2,39904.98,9121.08,27.6,0.329,0.3187,1,indicação,Nordeste,-0.9557,3,0
902608,32.5,122232.92,20948.59,9.3,0.3909,0.368,0,app,Sudeste,-0.886,4,0
902513,46.4,25914.13,5028.06,,0.3828,0.3786,0,app,Sudeste,-0.6155,1,0
900421,34.0,117442.04,20029.61,7.5,0.1339,0.118,0,parceria_varejo,Sudeste,0.6507,3,0
904847,42.7,81826.12,30355.28,103.8,0.2492,0.2496,1,app,Sudeste,-0.1057,1,0
903450,35.7,34860.6,9495.73,17.0,0.236,0.2182,2,agência,Sudeste,0.7311,4,0
903713,53.9,38970.27,6360.65,2.6,0.3615,0.3523,1,app,Nordeste,-0.8293,0,0
900767,42.6,69341.81,25308.76,4.8,0.1248,0.1133,1,app,Sudeste,-0.4543,3,0
905376,40.7,91892.38,23304.24,3.7,0.2701,0.243,0,agência,Centro-Oeste,0.0661,1,0
904488,34.7,13261.9,3618.4,2.1,0.3676,0.3598,0,app,Nordeste,1.3818,3,0
903743,33.9,20769.87,6863.39,13.6,0.5253,0.5368,1,app,Sudeste,1.9271,1,0
905330,45.2,98157.72,25521.33,64.0,0.2091,0.1859,1,agência,Nordeste,-0.0428,4,0
902549,37.3,55061.92,12718.81,46.2,0.2073,0.2237,1,agência,Sudeste,-0.4019,0,0
905131,36.0,53836.92,9889.76,14.0,0.205,0.196,1,app,Sudeste,-0.8706,0,0
901404,46.5,43903.76,14989.68,,0.1246,0.1338,0,app,Sul,1.4464,3,0
903063,31.4,,22607.41,40.9,0.1198,0.1284,0,app,Sudeste,1.2243,3,0
905194,47.0,58173.83,14915.51,88.5,0.2109,0.2211,0,parceria_varejo,Sul,1.0577,1,0
901496,28.5,78028.56,18606.15,114.3,0.3303,0.3345,1,indicação,Sudeste,-1.1512,1,0
900857,32.3,61081.83,13938.57,28.8,0.2513,0.2499,1,agência,Centro-Oeste,-0.7749,4,0
903464,46.1,123032.35,29102.84,73.9,0.524,0.5538,0,indicação,Sudeste,-0.4261,2,0
900925,47.4,74569.73,17253.8,2.1,0.0946,0.0597,0,parceria_varejo,Sudeste,1.301,2,0
902184,21.4,62621.69,22524.65,123.2,0.0998,0.0867,0,agência,Norte,0.7645,4,0
901150,24.6,19514.96,7707.09,1.0,0.4951,0.4934,0,agência,Sudeste,1.1043,3,0
903284,42.3,43049.52,11718.87,45.9,0.3544,0.3672,1,indicação,Sudeste,0.6486,1,0
905490,53.2,41105.14,13091.44,43.9,0.2531,0.2442,1,app,Nordeste,0.0198,3,0
902769,59.4,37495.03,15786.47,17.7,0.439,0.4349,1,app,Nordeste,-0.3748,1,0
905712,33.0,73908.25,24782.25,,0.3012,0.2938,0,agência,Nordeste,0.8153,2,0
904928,29.7,96553.96,31292.45,67.1,0.145,0.1299,0,agência,Sudeste,-0.023,0,0
904749,40.4,24394.81,7693.96,12.9,0.4005,0.412,1,agência,Nordeste,-0.774,3,0
901073,39.0,69483.22,27913.05,1.9,0.2357,0.2503,0,agência,Nordeste,-0.2357,1,0
902830,38.4,105005.28,30415.65,28.4,0.5553,0.5452,0,app,Sul,0.4435,2,0
904629,45.2,25289.29,4632.61,39.4,0.1075,0.1074,0,agência,Sudeste,-0.191,4,0
903698,50.8,75755.97,30923.86,4.2,0.4483,0.4329,1,indicação,Sudeste,1.1642,2,0
904255,26.4,73470.1,26264.88,17.2,0.4724,0.459,1,app,Nordeste,-0.9454,0,0
903007,45.7,36983.1,9723.07,66.7,0.1599,0.1154,0,agência,Sudeste,-0.2605,1,0
904495,41.9,64729.78,19074.07,10.4,0.3421,0.3213,0,agência,Nordeste,-0.7656,0,0
901522,47.5,31677.65,14016.13,13.8,0.3172,0.3122,0,app,Centro-Oeste,-1.2224,2,0
900687,22.1,42315.52,7684.29,2.4,0.2333,0.2559,1,agência,Sul,0.433,0,0
904592,28.7,121024.96,23373.4,44.8,0.4006,0.4307,0,evento_promocional,Sul,-0.1216,3,0
905543,29.9,69079.78,29986.03,14.9,0.4138,0.425,2,app,Norte,1.9792,4,0
904433,44.1,59188.83,18293.86,24.6,0.4133,0.4269,0,app,Sudeste,0.5069,4,0
903830,28.0,63923.05,15242.84,89.4,0.2251,0.1921,0,app,Sudeste,0.7478,2,0
903680,43.1,47773.94,17990.79,,0.5514,0.5624,0,parceria_varejo,Sudeste,0.192,0,0
905124,56.9,70903.53,23494.58,26.7,0.0979,0.0777,0,app,Norte,-0.4834,0,0
901230,45.7,19995.96,6204.44,9.3,0.571,0.5709,0,evento_promocional,Nordeste,0.5231,4,0
903978,39.7,42857.62,18748.7,34.2,0.1251,0.1387,1,agência,Nordeste,0.5493,2,0
902823,41.8,37907.11,9462.27,45.8,0.4553,0.4586,0,agência,Norte,0.3475,3,0
902526,49.6,54886.22,12438.97,36.2,0.1309,0.1011,0,app,Sul,-0.6023,3,0
903649,48.1,73203.91,23530.38,59.6,0.1414,0.1573,0,agência,Sudeste,-0.2569,2,0
904476,34.7,43330.74,7147.75,,0.3421,0.3453,1,indicação,Nordeste,1.4247,1,0
904254,37.9,57057.8,14483.56,102.6,0.4697,0.4685,0,app,Nordeste,1.0278,3,0
901530,34.1,141157.36,57112.06,15.4,0.4566,0.425,0,parceria_varejo,Centro-Oeste,-1.6372,4,0
901793,47.0,42746.41,11244.02,114.6,0.1625,0.1667,1,agência,Sul,0.2654,4,0
900853,33.2,125974.93,52205.97,51.2,0.2124,0.2352,0,app,Sul,-1.4352,0,0
903307,27.8,65064.91,26051.58,15.4,0.3587,0.3577,0,app,Sudeste,0.8895,2,0
904785,37.0,31211.64,9124.26,15.6,0.0304,0.0211,0,parceria_varejo,Sul,-0.5227,0,0
905850,47.8,51286.44,18808.87,2.8,0.1689,0.1552,0,indicação,Nordeste,0.1191,2,0
901280,53.3,53064.53,21027.41,20.3,0.3241,0.3388,1,app,Sul,-0.4925,2,0
901992,33.9,43853.69,14771.32,64.8,0.2584,0.2566,1,app,Sudeste,-0.8842,4,0
903682,28.5,43908.56,8616.45,36.6,0.3244,0.3275,0,app,Sudeste,-0.7909,3,0
903323,52.8,55089.16,20381.02,13.6,0.1034,0.0873,0,app,Sudeste,0.1779,4,0
901324,36.0,29528.3,7412.14,11.7,0.2473,0.2461,1,indicação,Sudeste,0.4357,1,0
904625,37.3,78147.32,28706.06,14.1,0.1802,0.2015,0,app,Sul,1.3172,2,0
904598,25.6,27432.9,11354.44,86.3,0.5659,0.5953,2,indicação,Sul,0.6945,0,0
900615,55.0,108837.18,16742.65,16.5,0.1145,0.1361,0,parceria_varejo,Sudeste,-0.843,2,0
900369,18.0,18998.65,5379.9,21.9,0.1482,0.1371,0,agência,Nordeste,-1.2477,3,0
902629,52.4,,12724.66,9.4,0.0947,0.0597,0,agência,Sudeste,-0.0538,0,0
902853,39.4,33864.14,8575.12,32.9,0.2602,0.2626,2,agência,Sul,0.2667,1,1
901441,64.6,116215.56,24921.27,1.0,0.4586,0.4331,0,indicação,Sudeste,0.5767,2,0
905618,44.9,38703.81,16821.61,26.4,0.0832,0.0476,1,app,Sudeste,0.4829,3,0
903558,49.2,30579.84,12993.73,60.2,0.0836,0.07,0,agência,Sudeste,0.5693,0,0
905190,43.2,51069.29,16438.75,11.6,0.4635,0.4226,0,agência,Sudeste,-1.1894,0,0
905322,39.8,33697.8,13271.54,18.9,0.0881,0.0282,0,indicação,Sul,1.9306,2,0
902324,19.4,39039.29,9793.44,27.4,0.2035,0.2282,0,agência,Norte,-0.8216,2,0
901046,28.6,90407.59,39981.57,25.9,0.5921,0.5484,1,indicação,Sudeste,2.5349,2,0
905911,42.9,56355.26,20335.49,29.5,0.3396,0.3388,0,parceria_varejo,Sudeste,-1.9289,0,0
903710,35.0,56802.5,23209.38,5.5,0.3423,0.3593,0,app,Sudeste,-0.1778,4,0
904036,41.7,35491.48,5370.29,32.1,0.3616,0.3392,0,agência,Sudeste,0.5007,2,0
902809,32.3,71159.25,12044.94,3.3,0.5482,0.5309,0,app,Norte,-1.5911,3,0
903266,46.3,24404.34,4379.38,50.3,0.0749,0.0534,0,agência,Sudeste,-0.4176,2,0
903763,21.5,55369.87,9224.33,9.8,0.3749,0.3764,0,indicação,Nordeste,1.8339,0,0
901359,35.9,44778.54,16052.17,20.2,0.5396,0.53,0,app,Norte,0.0004,1,1
904772,44.5,38559.17,12130.63,41.5,0.1709,0.1901,1,app,Centro-Oeste,-0.2061,3,0
905525,50.9,135554.41,22796.95,17.7,0.3958,0.4023,0,agência,Sul,0.0135,2,0
904893,33.6,74696.03,12742.81,1.0,0.1232,0.1264,0,app,Sul,-0.6905,2,0
905837,30.5,39431.14,12973.9,4.3,0.1007,0.0822,1,agência,Centro-Oeste,-0.7291,2,0
900149,48.2,60639.04,24319.19,10.5,0.1245,0.1291,1,parceria_varejo,Sudeste,0.176,0,0
905206,45.1,16082.33,6438.37,26.3,0.5714,0.5698,0,app,Sudeste,-1.9664,0,1
904520,19.9,30067.54,4684.9,42.8,0.0968,0.0851,0,parceria_varejo,Norte,0.622,1,0
904214,56.3,80480.09,264855.6520230938,62.2,0.3256,0.3031,0,indicação,Centro-Oeste,0.9528,2,0
904003,39.5,62057.45,21058.58,9.7,0.1373,0.1452,1,agência,Sudeste,-1.5251,1,0
905583,44.9,52711.9,11623.29,54.3,0.2136,0.2295,0,app,Centro-Oeste,0.9961,3,0
903341,41.6,71981.8,23524.14,7.3,0.1991,0.2292,0,app,Sudeste,-0.6467,3,0
903207,37.7,51660.53,20077.57,16.5,0.2725,0.2868,0,agência,Sudeste,0.4515,1,0
903900,71.5,,6416.87,6.4,0.0571,0.0158,0,agência,Centro-Oeste,2.4435,3,0
903653,55.5,28353.98,8720.39,39.2,0.2625,0.2653,1,app,Sudeste,1.2345,2,1
903424,57.8,19471.55,7500.49,34.9,0.2032,0.1959,0,agência,Sul,-1.2671,4,0
900516,37.8,42106.27,13183.01,34.6,0.3317,0.3451,0,agência,Sul,-1.7429,3,0
902729,40.3,39040.86,8391.06,73.9,0.3365,0.3676,2,app,Nordeste,-1.6752,2,0
904533,21.4,,15716.9,53.7,0.2856,0.3109,0,app,Norte,1.1324,1,0
901173,27.4,,9244.1,4.1,0.3796,0.3878,0,agência,Sudeste,-0.7243,3,0
902530,34.5,24744.72,10493.79,52.5,0.1482,0.1554,0,app,Sudeste,1.0013,2,0
905977,33.4,47365.38,9940.91,15.9,0.3766,0.4167,1,app,Sudeste,-2.3786,3,0
904146,20.2,39532.84,15269.36,45.5,0.3681,0.3545,0,agência,Norte,0.5451,1,0
904923,40.7,43426.05,18961.42,12.3,0.1812,0.1506,0,agência,Nordeste,0.2963,1,0
900946,39.3,29037.02,12839.16,,0.3979,0.3927,1,app,Sudeste,-0.3582,3,0
905253,39.5,109126.32,26789.42,53.9,0.7542,0.7803,0,parceria_varejo,Norte,0.266,1,0
901652,36.0,29559.82,13268.25,15.7,0.1673,0.1707,0,agência,Sudeste,-0.5581,0,0
902466,19.5,,20927.68,15.2,0.1691,0.1669,0,app,Centro-Oeste,0.4358,0,0
904579,58.6,32487.78,13883.16,23.8,0.209,0.1964,3,app,Nordeste,0.6591,4,0
900692,60.8,37204.72,8133.56,8.1,0.8045,0.8165,0,agência,Sul,1.4032,3,1
903671,40.3,48122.27,13453.37,36.9,0.2474,0.2367,0,indicação,Sudeste,-0.4528,0,0
900289,48.6,67243.0,10978.86,41.3,0.4842,0.4823,0,app,Sudeste,0.5694,0,1
903514,34.7,45548.08,17826.8,59.2,0.2937,0.2869,0,app,Sudeste,-1.2801,0,0
904794,22.2,33615.0,12386.57,18.9,0.237,0.2516,0,agência,Sul,-1.2221,2,0
902805,49.0,46692.08,9865.93,60.0,0.2812,0.2823,1,app,Sudeste,0.4773,0,0
904556,40.1,27621.39,11575.53,43.7,0.3952,0.3689,0,app,Nordeste,0.3973,2,0
902591,43.1,54082.71,17039.87,53.0,0.1822,0.173,0,agência,Nordeste,-1.7072,2,0
902343,24.3,48984.96,15637.3,2.0,0.5706,0.573,0,parceria_varejo,Sudeste,-0.6771,3,0
900061,31.6,46327.04,16159.07,29.6,0.4955,0.4664,1,agência,Sul,-0.6163,3,0
904557,50.3,48214.32,8745.79,20.4,0.064,0.0494,0,app,Norte,1.4349,1,0
905026,42.1,37817.57,13052.41,4.3,0.1686,0.1572,0,app,Sudeste,-1.3764,0,0
900832,41.3,60929.63,18081.38,30.1,0.0914,0.0572,1,indicação,Sudeste,0.578,3,0
902552,20.8,60091.67,24793.29,14.7,0.3556,0.3592,1,agência,Sudeste,-0.5291,2,0
905855,55.3,57314.71,12063.28,11.8,0.4003,0.4071,1,app,Nordeste,0.8249,2,0
901907,38.3,81694.27,18260.17,45.0,0.1988,0.2077,0,agência,Centro-Oeste,0.0483,2,0
900934,41.9,63113.23,16319.19,29.7,0.1945,0.1968,1,agência,Sul,-0.4673,2,0
903202,56.7,53737.81,23852.68,49.2,0.4494,0.4843,0,parceria_varejo,Nordeste,-0.6386,1,0
904215,49.4,,3759.21,51.1,0.2917,0.269,1,agência,Nordeste,-0.1133,0,0
905475,39.1,65962.99,16445.64,47.2,0.4707,0.5073,0,indicação,Sudeste,-0.6432,0,0
905186,56.0,28332.22,5705.02,30.4,0.2618,0.2724,0,agência,Centro-Oeste,-0.0726,0,0
904109,25.6,96665.54,18425.14,27.1,0.4802,0.4596,1,app,Sudeste,0.2489,1,0
900589,35.8,86664.33,24193.35,40.7,0.0205,0.0055,0,agência,Sudeste,0.6112,0,0
902566,51.5,73927.61,31503.27,26.7,0.1991,0.203,0,parceria_varejo,Sudeste,1.1639,1,1
900590,46.7,27599.21,6527.21,15.4,0.4543,0.4481,1,parceria_varejo,Centro-Oeste,-1.0306,3,0
901144,40.0,77253.86,18394.5,100.7,0.2913,0.2825,0,agência,Sul,0.1144,2,0
904390,36.9,20239.83,4114.87,82.4,0.3438,0.3638,0,app,Sul,-0.0572,1,0
903426,27.2,36899.93,8349.69,3.8,0.2889,0.2936,1,app,Sudeste,-1.7653,1,0
903675,35.6,38643.74,16533.16,8.8,0.1134,0.1082,1,agência,Sudeste,-0.5071,0,0
903479,50.6,71681.19,28529.46,11.5,0.1849,0.2125,2,indicação,Sudeste,-0.7652,3,0
903571,45.9,26865.77,9716.97,64.5,0.2442,0.2129,0,agência,Centro-Oeste,-1.8125,3,0
903405,18.0,29859.23,9663.34,138.6,0.4655,0.4556,1,app,Nordeste,0.1606,2,0
900258,41.9,83409.85,18389.58,15.5,0.0633,0.0516,0,agência,Sudeste,-1.0894,0,0
901991,30.6,48745.67,21167.41,15.9,0.2046,0.1842,0,app,Nordeste,1.1195,3,0
903723,41.7,32345.66,11710.09,,0.4564,0.4366,1,agência,Nordeste,-2.1432,2,1
903448,58.3,61536.84,9526.17,105.2,0.4567,0.447,0,app,Nordeste,0.43,1,0
903019,33.7,41881.24,7287.13,31.3,0.0432,0.0493,2,app,Sul,-0.512,4,0
900607,42.8,156118.93,43236.65,98.4,0.1706,0.2129,1,indicação,Nordeste,-0.6142,3,0
902921,42.0,50940.95,8057.7,6.2,0.0934,0.0849,0,agência,Sudeste,-0.9807,4,0
905861,44.8,36043.17,9578.02,10.7,0.0519,0.049,0,parceria_varejo,Sudeste,-2.4111,4,0
900587,38.8,41484.38,11876.68,60.4,0.266,0.2558,0,agência,Sul,-1.6244,4,0
900566,41.3,82230.73,15230.24,1.0,0.0705,0.1161,1,agência,Sudeste,-2.4034,2,0
901382,43.0,34835.43,13761.48,39.8,0.7257,0.7288,1,indicação,Sul,0.2427,0,0
905439,36.6,48254.35,18703.23,3.2,0.1469,0.1791,1,parceria_varejo,Sul,-0.113,1,0
903673,34.4,20691.13,6876.44,61.4,0.293,0.306,1,app,Sudeste,1.086,3,0
903783,42.4,42841.73,15876.07,14.6,0.275,0.2559,0,indicação,Sul,0.3387,3,0
904681,18.0,30819.44,7290.34,59.5,0.2428,0.2603,0,indicação,Nordeste,0.0374,2,0
904559,37.6,23037.73,5061.3,58.4,0.3633,0.3603,0,app,Nordeste,-0.4025,4,0
905596,37.6,23507.22,10405.59,20.3,0.104,0.071,0,parceria_varejo,Centro-Oeste,-0.1496,0,0
900196,27.5,43256.4,13482.8,11.9,0.4803,0.4553,0,agência,Centro-Oeste,-0.3629,0,0
905803,34.1,30291.2,9178.71,121.7,0.3388,0.3337,0,indicação,Nordeste,0.1547,2,0
900133,18.0,74268.46,12024.38,65.8,0.6142,0.6386,3,agência,Nordeste,0.4673,3,0
903375,47.8,40641.66,14080.91,35.3,0.5246,0.5205,0,app,Sudeste,0.2516,1,0
900321,47.4,79291.54,30447.75,9.6,0.4272,0.4365,1,agência,Sul,-0.2519,1,0
902166,34.4,33281.49,9287.03,19.8,0.1228,0.1157,1,parceria_varejo,Sul,0.1593,0,0
903965,36.7,144251.23,49469.75,11.7,0.4748,0.4187,0,app,Centro-Oeste,-0.2818,0,0
904422,43.4,66388.19,17084.41,21.7,0.1265,0.0703,0,indicação,Sul,2.4172,1,0
900905,18.0,64441.17,10118.55,32.3,0.0998,0.0821,0,app,Norte,0.2819,0,0
905097,40.5,49295.46,18513.8,47.6,0.0332,0.0724,0,app,Norte,0.1189,1,0
901639,50.9,56007.7,15873.72,50.8,0.4091,0.3795,0,app,Sudeste,-1.5163,4,0
904197,18.0,60637.61,10520.79,,0.2358,0.1939,0,agência,Nordeste,-0.0999,2,0
904028,25.4,148189.79,54481.14,107.9,0.0876,0.0918,0,agência,Norte,1.1746,3,0
901251,48.6,88273.69,24477.83,27.3,0.4686,0.4652,1,app,Sul,-0.65,3,0
901697,37.2,54398.39,12291.21,21.5,0.1498,0.1149,0,indicação,Nordeste,-0.2685,1,0
900229,55.0,,12177.46,31.1,0.4678,0.466,0,app,Sudeste,0.8343,0,1
901056,52.6,30467.57,8704.99,24.6,0.3331,0.3237,1,indicação,Sul,-0.5521,0,0
902370,54.6,62751.98,15592.78,53.3,0.5383,0.5295,0,app,Centro-Oeste,-0.0563,1,0
905138,32.8,,17638.75,44.5,0.1984,0.2147,0,app,Centro-Oeste,-0.1141,0,0
903439,27.6,48147.14,8016.87,77.9,0.3035,0.3194,0,evento_promocional,Sudeste,-0.6878,2,0
902069,35.7,21306.7,5315.01,4.2,0.3402,0.3397,1,indicação,Nordeste,-1.4504,3,0
900579,39.7,13931.07,2097.78,15.5,0.4297,0.4564,1,app,Nordeste,-1.356,1,0
904377,44.4,100273.66,37327.34,46.6,0.3029,0.3344,1,agência,Sul,-0.599,0,0
904743,38.7,46613.66,20202.54,7.1,0.1675,0.1613,0,app,Nordeste,1.7654,4,0
903932,62.1,29488.75,5512.65,102.0,0.1142,0.0952,0,parceria_varejo,Sudeste,-1.2014,3,0
900114,38.6,19068.48,3867.05,,0.5488,0.547,1,app,Centro-Oeste,0.5056,4,0
902150,23.6,40186.11,6151.93,57.7,0.3624,0.4081,0,agência,Sudeste,-0.0146,1,0
903042,38.5,37960.81,14721.13,123.7,0.1937,0.1792,0,app,Sudeste,-0.2109,0,0
903828,43.4,31690.08,5589.29,11.4,0.1903,0.1881,0,indicação,Norte,-1.5945,0,0
901190,50.8,71609.31,21026.21,6.2,0.0678,0.041,0,agência,Sudeste,0.9985,0,0
905336,50.2,30217.65,12810.84,15.4,0.3405,0.3233,1,agência,Sudeste,1.7908,4,0
900226,49.4,40730.78,6510.59,65.8,0.2263,0.2216,0,agência,Sul,-0.6813,4,0
901557,44.7,124629.78,46262.2,13.5,0.2702,0.2693,0,indicação,Centro-Oeste,-0.1411,4,0
900017,35.2,28540.6,11701.79,7.3,0.3002,0.2824,0,indicação,Sul,1.2575,0,0
903606,45.4,76523.29,15633.56,60.9,0.032,0.0383,2,agência,Nordeste,0.4096,0,0
902338,51.6,24562.28,8207.79,35.1,0.1194,0.1039,0,agência,Sudeste,0.4597,3,0
